Gene	CRH9EOS_d0	CRH9EOS_d1	CRH9EOS_d2	CRH9EOS_d3	CRH9EOS_d7	CRH9EOS_d10	CRH9EOS_d20+E	CRH9EOS_d20+X	ctrl	HNES1_d0	HNES1_d1	HNES1_d2	HNES1_d3	HNES1_d7	HNES1_d10	HNES1_d20+E	HNES1_d20+X
NTRK2	0.024876514	0.018125469	0.023532513	0.02974275	0.03170089	0.014567148	0.008466319	0.01218477	0.00230279	0.009486089	0.018039109	0.01199214	0.01302961	0.031152201	0.038873194	0.024116467	0.017058205
IDNK	0.743928098	0.687906954	0.627607796	0.619408411	0.528025639	0.431994006	0.488947868	0.647284829	0.483061799	0.764076699	0.619148315	0.521369862	0.48110379	0.52063455	0.723976184	0.300852335	0.674070726
SHC3	0.050420028	0.485968047	1.795254237	2.168461812	1.678793471	1.094492635	1.177058869	1.06899188	1.477845699	0.009998613	0.56098751	1.241371885	1.360647332	1.397358867	1.455924643	1.541188182	1.589769944
AUH	4.063331191	3.801594127	3.627631898	3.663307998	3.332420788	3.207053773	3.280386276	3.46545958	3.522185889	3.936328966	3.583050326	3.518521275	3.44181179	2.967277632	3.098163745	3.678471304	3.261048778
MFSD14B	4.577574424	4.52235313	4.546581375	4.499459604	4.32312298	4.321214327	4.274431155	4.013485655	3.802566685	4.439012013	4.338198373	4.268118823	4.115883569	4.159739675	4.127994649	3.776648697	4.254655104
C9orf3	1.85481665	2.058487883	1.804296277	1.636885209	1.303845043	1.270132485	1.249173187	1.370872325	1.203539582	1.724588447	1.813966759	1.866564563	1.550525797	1.272172478	1.406265061	1.118733753	1.437577672
PLPPR1	0.079025109	0.117482809	0.149956599	0.253392273	0.376263866	0.589584113	0.501173639	0.801164429	0.370442381	0.013654183	0.022546239	0.022729753	0.048320002	0.055417847	0.19267245	0.264409398	0.341400273
OR13C4	0	0.037766812	0	0.038743887	0	0.036386646	0	0.08347637	0	0.382407892	0.223661197	0.211350777	0	0	0.042764467	0	0
ZNF462	3.480781986	4.068270582	4.480507639	4.669456717	4.592923159	4.800003076	4.788739533	5.004213714	4.679794607	3.466076024	3.891138422	4.079685796	4.168119501	4.173740237	4.377938011	4.643319438	4.973686802
INIP	2.395914838	2.522619598	2.68915621	2.624116682	2.560854992	2.477095169	2.472768863	2.608561787	2.55196911	2.252604936	2.417478038	2.452529823	2.460922346	2.307410374	2.371109143	2.390519412	2.527954225
UGCG	6.166611889	5.641442403	5.236792629	5.092431884	5.102511606	4.375223553	3.974258913	3.486009639	4.16293111	6.036392561	5.177877294	4.970521031	4.77978901	5.004417454	4.768927008	4.285519406	4.141864781
ACTL7B	0.035036226	0	0	0.016450653	0	0	0.054493987	0	0.018305973	0.018305973	0.037533886	0	0	0	0.05308796	0.034139919	0.040583386
SNX30	2.779189484	3.10658581	3.114173075	3.023334421	2.892402353	2.535273467	2.449735874	2.455833393	2.935288364	2.395662014	2.791058274	3.185127418	3.25852541	2.795385544	2.750306598	2.694486593	2.333184626
STOM	6.037907198	6.17737737	5.797240179	5.487120905	4.724051007	4.495474742	3.173143262	2.466540734	3.054997576	6.335626441	6.250941612	6.086152464	6.073507091	5.713015492	5.183683149	4.567100287	4.17299971
GSN	0.114395214	0.123726545	0.204221835	0.179445	0.211022388	0.321378949	0.785995951	0.442129697	1.032662737	0.177781367	0.13408063	0.320853266	0.370459485	0.291301011	0.498510769	1.12524727	0.610569687
MRRF	2.2086828	2.105290768	2.017532205	1.872154016	1.908393542	1.924809479	2.017302798	2.105941711	2.061611382	2.138281189	2.05193068	1.915987336	1.85525452	1.765331744	1.9246203	2.136887873	2.170445749
NR6A1	4.809055169	4.949241807	4.881858854	4.754229426	4.287744561	4.576287011	6.312516652	5.354862717	6.80601716	4.844206719	4.719691153	4.410851087	4.116402618	3.145280762	3.834944881	4.948302825	4.463315077
CRB2	0.120497781	0.123994009	0.137524774	0.173396779	0.234487279	0.546296924	1.010983155	1.039739601	0.603452726	0.022676014	0.079939271	0.103418996	0.109772699	0.08368144	0.237617628	0.57084741	0.634717706
OR5C1	0.191321828	0.112454434	0.148196727	0.100685263	0.078269317	0.075882648	0	0.037633421	0.078248851	0.182974835	0.24201691	0.129136785	0.083694268	0	0	0	0
ALAD	3.19264875	2.213873979	2.115276124	2.062595026	1.794591559	1.853999121	1.868670112	1.874364494	1.92515566	3.078165827	1.976077043	1.851781889	1.906660091	1.690674549	1.822431288	2.004396053	1.648732591
ASTN2	1.33686974	1.487269664	1.525145344	1.639209395	1.674388259	1.773741038	1.860608817	1.685651655	1.880001733	1.73452901	1.782081279	2.136070174	2.1684301	2.183811142	2.371324345	2.390406693	1.960305194
WDR31	0.115491015	0.05941503	0.056018414	0.144595279	0.212938017	0.219581277	0.292525032	0.419327008	0.273271663	0.155577647	0.088884237	0.224862298	0.139225736	0.244083687	0.178727899	0.138215614	0.386558093
POLE3	4.57142572	4.600807793	4.524050191	4.513530287	4.495131826	4.517319255	4.398929563	4.70715072	4.467907689	4.3641099	4.180640149	3.971140485	3.81452247	4.056310763	4.145684834	4.204893693	4.499611363
SURF4	6.453512369	6.344265863	6.227186834	6.136703879	5.883043085	5.858249888	5.938922709	5.810079517	5.836501894	6.089578552	5.899448869	5.573161972	5.595877863	5.63167197	5.644155903	6.026166052	5.75951623
GBGT1	1.408555126	1.557881908	1.788729717	1.400887549	1.310148664	1.520883358	1.819981809	1.295487378	1.897561304	1.129202175	1.31859396	1.23402703	1.228316204	1.230748581	1.683491083	1.870762252	1.483697555
SURF1	3.674278025	3.558410074	3.538339713	3.647633324	3.540791901	3.702090295	3.327577549	3.796487735	3.350851335	3.240578231	3.381147822	3.292250797	3.101468343	3.382724691	3.239582542	3.09288654	3.505136944
SURF2	4.793327712	4.950777075	4.918555898	4.964585825	4.464109228	4.570454465	4.238340357	4.698122075	3.715465173	4.693744221	4.70385356	4.336996153	3.975761012	4.35275665	4.11171394	3.832741853	4.466114256
SURF6	5.000229664	5.331709832	5.332191462	5.279065837	4.750300709	4.646643661	3.97110505	4.389684509	3.563033318	4.595707571	4.933247941	4.71670341	4.495505905	4.409714825	4.243518104	3.63731473	4.071134704
MED22	3.340250121	3.852288993	3.863077614	3.720227237	3.510459156	3.532973615	3.329457914	3.729158923	2.855807676	3.377003849	3.558922193	3.195155518	2.924969156	3.272161415	3.372567653	2.983975838	3.701241366
REXO4	4.692935608	4.641035372	4.563530004	4.615453225	4.218024642	4.160688665	4.109265542	4.295841625	4.048290152	4.357544485	4.221429792	3.899438207	3.944740992	3.984560465	3.848262198	4.173644518	3.991261391
RPL7A	7.284113865	7.393455277	7.199157632	7.236606395	7.073538916	6.965708143	6.949943442	6.975021368	7.317381221	7.136607088	7.131460547	6.972120268	7.000627126	7.021198523	6.990069753	7.351871876	7.002525103
GTF3C5	4.825149135	5.023900745	4.968212978	4.846105225	4.54358486	4.434111411	4.596597344	4.574196083	4.870642918	4.554539222	4.633308644	4.531235104	4.444075361	4.351153155	4.360784149	4.673311817	4.385022813
ASB6	3.046788142	3.003349928	2.967570796	2.817520781	2.683892629	2.628893598	2.645935685	2.799129922	2.557212548	2.631694328	2.576910196	2.51733864	2.208421556	2.387170291	2.44924713	2.499529879	2.58053397
PTGES2	4.868790609	4.842879389	4.785725733	4.793795473	4.498152421	4.578831674	4.464607013	4.743402248	4.498689684	4.824053103	4.718556734	4.519395951	4.362688124	4.355892224	4.366614868	4.514704841	4.560437242
NTMT1	3.398767516	3.373636733	3.362642536	3.337314668	2.946826644	2.933401755	2.957160709	2.968808748	2.77152092	3.007703623	3.043480648	2.968138146	2.809750533	2.881671622	2.809156224	3.069661728	2.870985052
CIZ1	2.280867175	1.867014657	2.091108484	2.303084796	2.981811755	3.05638725	3.225115179	3.316095904	3.248285037	1.390827962	1.248441755	1.29153991	1.230468627	2.461365527	2.742986767	3.017230168	2.989315455
SLC25A25	2.504520173	3.030722829	2.826029613	2.939160365	2.784419981	2.620507589	2.575492602	2.724415144	2.910094959	2.251298046	2.495570699	2.333861246	2.285760139	2.341592108	2.462638611	2.77731051	2.705400538
SH3GLB2	2.933719437	2.519998333	2.431149318	2.543559975	2.773827144	2.808020445	2.935509151	3.096936007	3.035218992	2.247269378	2.278895943	2.352498624	2.263263601	2.403095785	2.753509424	2.698328467	2.721406427
MIGA2	3.021561326	2.987633753	2.755053978	2.598020941	2.437794054	2.50307045	2.55182784	2.604836633	2.702635434	2.389019444	2.360161697	2.263307703	2.206985507	2.274621383	2.348670247	2.651287096	2.496619918
PTGES	2.62678594	1.792489123	1.187167146	1.004590834	1.137254904	1.387323306	1.629788812	1.362592794	1.665911071	1.845688199	1.368141219	0.944616992	0.850268169	1.414081419	1.628805498	2.037936128	1.723529883
LCN2	0.02652195	0	0.047108284	0.045549977	0.132002387	0.42477411	0.404496414	0.656930173	0.285428699	0	0.029561457	0.030148993	0.026794929	0.089804768	0.298377645	0.302504972	0.439295677
LRSAM1	1.973067345	2.013488723	2.29083292	2.403955968	2.62606395	2.626269445	2.395560013	2.704255144	2.459951765	1.925953999	2.146920889	2.280893028	2.245955292	2.359419465	2.482019015	2.494923153	2.736273745
HMCN2	0.046760637	0.047323654	0.037389195	0.064223937	0.205718403	0.316634252	1.059193423	0.812232442	1.695443091	0.046463226	0.064155993	0.075252307	0.113237908	0.220010293	0.321566055	0.487143237	0.611241726
GPR107	3.450304388	3.296766176	3.2866012	3.265277011	3.29501532	3.172326445	3.324860645	3.250198044	3.405475789	3.230914688	3.179532157	3.259062432	3.287498996	3.048741023	3.084414144	3.36448438	3.158542016
C9orf142	3.808716889	3.726666918	3.693842107	3.622727026	3.315898482	3.512143023	3.176426437	3.491830313	3.424786375	3.535558401	3.477355341	3.149702023	3.142079979	3.153565731	3.338976898	3.328980364	2.987572682
IDI2	0.171625576	0.178243961	0.134341231	0.056042497	0.030103824	0.182281392	0.093711376	0.237516783	0.060791725	0.124196313	0.152471107	0.086152874	0.064487651	0.050576318	0.061532561	0.029516232	0.06477975
INPP5E	2.853634996	2.832364408	2.527162463	2.294896726	2.269307186	2.269570939	2.447639077	2.297353751	2.627504567	2.338041461	2.198529464	1.958554799	1.772909217	1.87075574	2.147442767	2.470069324	2.052380351
LCN9	0.036965908	0	0	0	0	0.066461128	0	0.128129351	0.186714356	0	0.042280245	0	0.04047111	0	0	0	0
SEC16A	3.671077221	3.523345341	3.383992551	3.420333557	3.414482247	3.510793947	3.708032269	3.46246315	3.52378706	3.410401947	3.119195878	3.01895605	3.053037978	3.174965424	3.186283313	3.64156027	3.577312653
DPH7	3.461052158	3.49793154	3.253193442	3.193370213	3.033249217	2.936015352	2.996770349	3.226502301	2.910155179	3.026006805	2.980595474	2.697205755	2.539581435	2.68150849	2.853742035	2.934080475	3.092026719
NOTCH1	3.529121595	3.718115071	3.688653472	3.91326834	4.331615253	4.255584231	4.76546921	4.049631399	4.775079155	3.569484284	3.685578293	3.851249777	4.187049194	4.463673736	4.466031096	4.89054344	4.081686456
CACNA1B	3.570522168	3.026716575	2.506455324	2.676306144	2.772340277	2.874480096	2.233473551	2.448584902	2.024748766	3.255468678	2.611556929	2.473002524	2.189995742	2.295343502	2.314398312	1.890669443	2.455089778
NACC2	3.475749352	3.042745872	2.945515322	3.01723053	3.153544027	2.476857665	2.260382932	1.822559497	2.341943046	3.402266359	2.436366402	2.220725783	2.230225664	3.481570052	2.976424915	2.755409885	2.680887918
PROSER2	1.537501091	1.341117275	1.41184571	1.663291386	2.03473162	1.636561989	1.577151201	1.587648142	1.289828023	1.554659924	1.360340817	1.149618341	1.108214506	1.898914096	1.629723146	1.00294947	1.325817069
USP6NL	2.073753476	2.209908781	2.269507513	2.326301895	2.471392049	2.446845237	2.448613649	2.503879079	2.563617385	1.840647218	2.08173946	2.093926039	2.144917557	2.080906535	2.211192291	2.25747449	2.340858792
COMMD3	1.696779374	1.487237326	1.351196867	0.987830943	0.577554775	0.306675635	0.22061606	0.318945027	0.379803185	1.678185022	1.707662298	1.332741124	0.920360546	0.993100036	0.550062673	0.282981416	0.516446621
MSRB2	1.749081488	2.040722562	2.163121705	2.518026841	2.636722226	2.695207549	2.6867038	3.21887825	3.023709306	2.041165982	2.327247512	2.357238235	2.459949243	2.365110703	2.644974037	2.510041539	2.816634782
PDSS1	3.522977757	3.331847435	3.235932959	3.05594461	2.917485173	2.820927066	2.540758009	2.766996763	2.479540585	3.368422559	3.148216689	2.781850133	2.350710056	2.707047601	2.483801561	2.26671052	2.75697194
FAM171A1	2.289463111	2.27043589	2.414720834	2.835685734	3.732581031	3.709601247	3.892478543	3.884217239	4.004747487	2.596509838	2.432281032	2.129101436	2.171220813	3.072760704	3.290039951	3.408656963	3.561595451
FAM188A	1.695872491	1.960084588	2.004926644	2.09597459	2.205691297	2.11824006	2.118812926	2.224470169	2.118568522	1.524501622	1.83167997	2.074681054	2.097513648	1.804909963	1.984835464	1.955388968	2.011513139
SLC39A12	0.087753905	0.065182656	0.027914451	0.152963981	0.227568124	0.065794314	0	0.015939183	0	0.068638147	0.04834781	0.09692392	0.090296714	0.094815429	0.161412004	0.03303106	0
TMEM236	0.097138316	0.124716594	0.070901712	0.040721044	0.066998333	0.041786105	0.078948677	0.026840411	0.069623202	0.102813866	0.008815327	0.026383363	0.007964681	0.058297908	0.03706165	0.036166517	0.03330037
RSU1	3.789380399	3.682681625	3.683994883	3.785377713	4.465325299	4.250162296	4.001630241	3.90309797	4.045235842	3.528870761	3.398599948	3.424304033	3.585456624	4.145010822	4.254599122	4.118146337	3.997908575
ST8SIA6	0.015473737	0.083384457	0.101255764	0.228183059	0.451158596	0.653681339	0.845058353	0.500002687	0.430966796	0.018398551	0.036426749	0.210722347	0.160030059	0.338191816	0.425615167	0.567179087	0.892809092
PARD3	4.175231939	4.475464888	4.399893117	4.502686399	4.491657613	4.432674438	4.439951164	4.578722812	4.59120834	4.259466396	4.286998319	4.183661375	4.174974845	4.411713009	4.368802186	4.579665179	4.404022311
ANKRD30A	0.008626424	0	0.007870072	0	0	0.022663448	0.017063849	0.048701359	0	0	0	0.009523051	0.017564704	0	0.008437448	0.013654183	0.036163668
ZEB1	0.152244161	0.083514904	0.113656296	0.104208675	0.060846826	0.009046291	0.144875456	0.070783472	0.391835838	0.145145603	0.088504534	0.092320271	0.020363963	0.034085507	0.077972447	0.01737341	0.016162858
FAM13C	0.025046214	0.016404178	0.029730005	0.045128346	0.041313867	0.044807707	0.187699782	0.198499999	0.149134689	0.007254658	0.014319818	0.01248417	0.033385423	0.070244944	0.063311932	0.108498406	0.146631693
NRBF2	5.508085533	5.034978043	4.689821978	4.515167788	3.69254357	3.655618283	3.424373714	3.657813226	3.32633802	4.817893853	4.291992456	4.195512334	3.924481749	3.355747196	3.310221173	3.363628462	3.290743034
A1CF	0.017122437	0.003879585	0.012354012	0.015408781	0.015266893	0.015819178	0.032132748	0.038570308	0.054572456	0.009855604	0	0.029549404	0.027456753	0.033162065	0.029272566	0.031955527	0.044152026
CDHR1	4.886481178	3.649350244	2.385206461	1.800452143	1.331471195	1.362460713	1.220872258	1.067882567	1.102209133	4.356614227	3.166012603	2.514626899	1.97978397	1.187247673	1.239451065	1.536915311	1.245974619
LRIT1	0	0	0	0.034572705	0.016032218	0	0.058996139	0	0.078580171	0	0.018629919	0	0	0	0	0	0
RGR	0	0.008768108	0.009240086	0.008390192	0	0	0.010182655	0.028189814	0	0	0	0.011217351	0.02107109	0	0.02052295	0.008059271	0.021727189
POLR3A	3.194364975	3.314440067	3.510128983	3.673345792	3.541823338	3.64585233	3.340227399	3.570627364	3.247125067	2.847760216	3.041557976	3.093551884	3.153541853	3.209283974	3.19106126	3.423928556	3.484695372
HERC4	2.278696471	1.927730598	1.969979912	1.937456473	2.29210533	2.231555755	2.687187908	2.171741493	2.858551689	1.821884838	1.697047496	1.899176895	2.161261266	2.2384689	2.286417706	2.707205435	2.31911295
C10orf11	0.006258862	0.011282758	0	0	0.023362825	0.017614516	0.032608688	0.022790848	0.02632469	0.0074441	0.007349388	0.021627617	0.02071387	0.018111353	0.005546314	0.007254658	0
CAMK2G	1.996672432	2.030526174	2.123033407	2.280567463	2.547404835	2.644363843	2.774532328	2.750977214	2.830830581	1.885949661	2.114018663	2.298484204	2.262048913	2.230778111	2.447760841	2.704159945	2.599042025
GLUD1	5.518081647	6.170846266	6.174589848	5.933911101	5.429926859	4.998738096	4.568582523	4.819337733	4.834979162	5.620845142	6.119535874	6.129813431	6.172788543	5.798785652	5.347834582	4.997196913	5.145820939
ANKRD1	0.423411279	0.464936182	0.280138416	0.497088391	0.897823957	0.448203935	0.641822352	0.177679815	1.358708546	0.087252352	0.158470094	0.044950995	0.231260838	0.828309553	1.743087209	0.134592797	0.242533913
HTR7	0.03907572	0.080551282	0.063488991	0.128519489	0.295858816	0.305335816	0.960585244	0.564121356	2.359571589	0.045003147	0.058853618	0.127064507	0.042475973	0.157235624	0.250179696	2.274393476	0.965865539
RPP30	3.162775124	3.201100026	3.363944012	3.321588255	3.29424988	3.324594006	3.269634288	3.470487361	3.312595983	3.065377646	3.011177774	2.851274691	2.749599329	2.877761816	3.087413268	3.097174376	3.503973448
FRA10AC1	0.863906858	0.915208482	1.248194282	1.348609352	1.455256837	1.442821732	1.553564409	1.514992321	1.821233605	0.865820019	1.073950698	1.446032622	1.532145135	1.195340535	1.333003498	1.50146136	1.385578404
ADD3	4.083069231	3.844381703	4.093806198	4.396736275	5.050256533	4.808904733	4.920772802	4.694897906	5.012598249	4.16746362	4.190617118	4.467303976	4.634687455	5.068735211	5.351965513	5.202624774	5.071066362
HABP2	0	0	0.011358273	0.01074731	0.020200277	0	0	0	0.011968461	0.013700924	0	0	0.067294914	0.063053038	0.175294341	0.009381589	0
VAX1	0	0.025858192	0.047794748	0.032448968	0.012858884	0.006211391	0.007917379	0.006496143	0.114298679	0	0.007254658	0.008295666	0	0.039589241	0.054548257	0.013086497	0.024081884
DNAJB12	3.227388052	3.285397022	3.103812287	2.981800188	2.763901301	2.551517177	2.540199925	2.908894277	2.465425025	2.832456592	2.802682389	2.54591832	2.351152698	2.34017616	2.440320667	2.306310458	2.743284331
EIF4EBP2	5.076256835	4.710631056	4.614223658	4.680999107	5.142692318	5.273699886	5.736158279	5.449891488	5.693079499	5.240531885	5.053264494	5.160130427	5.159587187	4.962157738	5.272911022	5.724718076	5.56211462
NPFFR1	0	0.004213394	0.004451686	0.011921551	0	0.008474361	0.01947492	0.004213394	0.015298864	0.014728086	0.004737482	0.034754389	0.014734242	0.013373639	0.019143602	0.03502235	0.020331855
PLEKHS1	0	0	0	0.007302026	0	0.013940481	0.008484699	0.015265887	0.008153843	0	0.00890975	0.017564704	0.008579187	0	0.030882924	0.006353788	0
TCF7L2	1.256286744	1.30794038	1.689246525	2.116281785	2.918841009	2.997239108	3.13857147	3.330339314	3.138776156	1.530260102	1.527750149	1.697171028	1.69991325	2.898379837	3.102248931	3.396472761	3.344500564
MKI67	4.635632891	4.38349578	4.258061876	4.229286319	4.283994659	4.302604783	4.670194062	4.554409858	4.912496581	4.163563124	3.934581494	3.905388674	3.968382935	3.971178145	4.179904274	4.622765192	4.360592966
CYP17A1	0.037453884	0.022152755	0.022959047	0.022904324	0.012296704	0.023004893	0.076375148	0.021765522	0.03744125	0.014774723	0.014168088	0.068706656	0.026372747	0.024311819	0.012999326	0.026043544	0.014961226
INA	4.966867271	4.799985347	4.757742954	4.594910588	3.989936209	3.811501506	2.861881809	3.091135304	2.578780154	5.002551294	5.195032046	5.229042115	5.195219827	3.932068484	3.72550631	3.808313842	3.673488613
FUOM	3.879864943	3.614709058	3.410763651	3.397879917	3.278819568	3.40233655	3.336797712	3.421617771	3.450096302	3.722044847	3.172868071	3.197389209	2.765087597	2.846229923	3.227448113	3.20855685	3.073789918
